image_number,R00,R01,R02,T1,R10,R11,R12,T2,R20,R21,R22,T3,fx,fy,cx,cy
295,0.99232632,0.085263774,-0.088653512,-0.074838951,-0.094467334,0.98986119,-0.10537041,-0.086667508,0.078768224,0.11294585,0.99038279,0.70270926,585.0,585.0,320.0,240.0
296,0.99170327,0.087658994,-0.093173578,-0.064034216,-0.097049013,0.99001431,-0.10151488,-0.083698556,0.083342686,0.10972389,0.99037045,0.70562899,585.0,585.0,320.0,240.0
297,0.99126208,0.091497339,-0.094170466,-0.055102602,-0.10062387,0.99009144,-0.097188443,-0.080783568,0.08434321,0.10582349,0.99070984,0.70857877,585.0,585.0,320.0,240.0
298,0.99135733,0.091239609,-0.093413182,-0.055347562,-0.10022902,0.99019694,-0.096517302,-0.081501678,0.083689496,0.10505423,0.99084693,0.70867336,585.0,585.0,320.0,240.0
299,0.99105102,0.094798021,-0.09311863,-0.047856212,-0.10345444,0.99020404,-0.092974246,-0.079036973,0.083390944,0.10178383,0.99121332,0.71195269,585.0,585.0,320.0,240.0
300,0.99098188,0.095248394,-0.093392953,-0.038913336,-0.103347,0.99083978,-0.086060472,-0.078598522,0.08433874,0.09494368,0.99181151,0.71433985,585.0,585.0,320.0,240.0
301,0.99112022,0.093420818,-0.093768999,-0.030945618,-0.10137656,0.99122226,-0.083970562,-0.078297146,0.085099839,0.092738166,0.99195498,0.71615982,585.0,585.0,320.0,240.0
302,0.99101871,0.093555525,-0.094701141,-0.029820886,-0.10152256,0.99128091,-0.083095267,-0.079398215,0.086100049,0.091970481,0.99194008,0.71675092,585.0,585.0,320.0,240.0
303,0.99122483,0.091081046,-0.094953224,-0.01985345,-0.099179089,0.991413,-0.08433713,-0.072923921,0.086455025,0.093021765,0.99181098,0.71897471,585.0,585.0,320.0,240.0
304,0.99187517,0.088983789,-0.090021439,-0.011930985,-0.095965415,0.99237096,-0.076414794,-0.073034018,0.082533345,0.084439397,0.99291217,0.72044307,585.0,585.0,320.0,240.0
305,0.99241132,0.086266413,-0.086693652,-0.0014254311,-0.092810616,0.99281722,-0.074488379,-0.071952112,0.079643227,0.081975482,0.99335438,0.72192121,585.0,585.0,320.0,240.0
306,0.99231899,0.086778879,-0.087239325,-0.0014665022,-0.093383648,0.99274933,-0.074677765,-0.071789287,0.080124512,0.082257189,0.99329233,0.72189391,585.0,585.0,320.0,240.0
307,0.9931851,0.080995992,-0.082832552,0.0097082993,-0.086974412,0.99358141,-0.071271427,-0.06940826,0.076526098,0.077995926,0.99391955,0.7231679,585.0,585.0,320.0,240.0
308,0.99365705,0.076027393,-0.081875883,0.019311031,-0.081570029,0.9943645,-0.066583946,-0.068347782,0.07635022,0.07284563,0.99432361,0.72369885,585.0,585.0,320.0,240.0
309,0.9939537,0.076012611,-0.07820373,0.02926207,-0.081106938,0.99456352,-0.064128071,-0.066779979,0.072901696,0.070088372,0.99478036,0.72354269,585.0,585.0,320.0,240.0
310,0.99405503,0.075425386,-0.077479087,0.02889028,-0.080440775,0.9946419,-0.063748911,-0.067118093,0.072253257,0.069607563,0.99486125,0.72351021,585.0,585.0,320.0,240.0
311,0.99437022,0.076574273,-0.072119378,0.040033981,-0.081137136,0.99465966,-0.062575869,-0.06463404,0.066939689,0.068080179,0.9953385,0.72347206,585.0,585.0,320.0,240.0
312,0.99463284,0.077659644,-0.067163356,0.052720968,-0.081563339,0.99493504,-0.057429709,-0.058941469,0.06236,0.062604077,0.99599504,0.72380036,585.0,585.0,320.0,240.0
313,0.99495721,0.076790594,-0.063239843,0.060809214,-0.079322957,0.99602771,-0.038505845,-0.067084342,0.060028445,0.043330718,0.9971624,0.72325486,585.0,585.0,320.0,240.0
314,0.99486285,0.077400766,-0.063972943,0.062666602,-0.080155827,0.99583507,-0.041633546,-0.063254267,0.060480766,0.046550475,0.99698973,0.72193044,585.0,585.0,320.0,240.0
315,0.9948256,0.07733313,-0.064628698,0.072969601,-0.080056809,0.9958846,-0.040623516,-0.063630499,0.061217993,0.045590192,0.99698895,0.72112238,585.0,585.0,320.0,240.0
316,0.99487495,0.077376112,-0.063808337,0.088062964,-0.079951502,0.99596584,-0.038795918,-0.057917338,0.060545817,0.043701392,0.99711442,0.72000021,585.0,585.0,320.0,240.0
317,0.99492532,0.077200703,-0.063233107,0.088176921,-0.079731241,0.99599594,-0.038472477,-0.058439758,0.060006551,0.043321587,0.99716359,0.72039288,585.0,585.0,320.0,240.0
318,0.99489534,0.075794518,-0.065368026,0.098488577,-0.078035347,0.99634647,-0.032386072,-0.060030498,0.062671535,0.037323877,0.99724209,0.71806747,585.0,585.0,320.0,240.0
319,0.99462819,0.074547313,-0.070650525,0.11397485,-0.077240482,0.99627924,-0.036139466,-0.055982709,0.067690991,0.041404914,0.99675256,0.71582055,585.0,585.0,320.0,240.0
320,0.99465948,0.07448788,-0.070270352,0.11412691,-0.077073552,0.99634027,-0.034784541,-0.057237372,0.067419544,0.040017128,0.99682754,0.7156949,585.0,585.0,320.0,240.0
321,0.9944452,0.075488247,-0.072205625,0.1276274,-0.078072853,0.99630225,-0.033622123,-0.052722804,0.069398113,0.039074931,0.9967289,0.71418393,585.0,585.0,320.0,240.0
322,0.99393046,0.080962852,-0.073350362,0.13935255,-0.082914829,0.99619114,-0.023923047,-0.05351755,0.071131833,0.029861031,0.99692512,0.71258777,585.0,585.0,320.0,240.0
323,0.99326646,0.088003986,-0.074228026,0.150381,-0.089823894,0.99564695,-0.021499686,-0.053570904,0.072010688,0.028023535,0.99691516,0.7101866,585.0,585.0,320.0,240.0
324,0.99329317,0.087793253,-0.07412035,0.14945751,-0.089532286,0.99569565,-0.020428231,-0.054548036,0.072005697,0.026928442,0.99694556,0.71008742,585.0,585.0,320.0,240.0
325,0.992616,0.093424655,-0.076275304,0.16565736,-0.095258124,0.9951582,-0.020717338,-0.050567489,0.0739685,0.02783134,0.99677694,0.70674944,585.0,585.0,320.0,240.0
326,0.99182683,0.096668877,-0.082261249,0.1768879,-0.098422207,0.99491203,-0.017487897,-0.053453337,0.080150783,0.025442185,0.99636251,0.70302248,585.0,585.0,320.0,240.0
327,0.99092102,0.096271291,-0.092947975,0.19233826,-0.098947525,0.99470967,-0.02458469,-0.050164644,0.090088919,0.033560127,0.99527222,0.69953477,585.0,585.0,320.0,240.0
328,0.99088514,0.096307904,-0.093290098,0.19325936,-0.099122725,0.99465668,-0.025981845,-0.048711158,0.09028887,0.034994006,0.99520457,0.6993832,585.0,585.0,320.0,240.0
329,0.98995417,0.094549328,-0.10431933,0.20872329,-0.097488455,0.99488199,-0.023404468,-0.047196031,0.10157309,0.033340897,0.99417287,0.69679612,585.0,585.0,320.0,240.0
330,0.98827642,0.099682681,-0.11490902,0.22189307,-0.10251551,0.99447089,-0.018971547,-0.048030078,0.11238409,0.030530391,0.99309909,0.69329607,585.0,585.0,320.0,240.0
331,0.98646241,0.10995819,-0.1209626,0.23756418,-0.11300915,0.99334002,-0.018612331,-0.047468651,0.11811247,0.032031685,0.99238652,0.69029808,585.0,585.0,320.0,240.0
332,0.98641175,0.11009724,-0.1212478,0.23707707,-0.11302862,0.99335748,-0.017524488,-0.048697852,0.11851511,0.030992163,0.99237144,0.69071567,585.0,585.0,320.0,240.0
333,0.98487967,0.11735673,-0.12676615,0.24953716,-0.12047193,0.99248892,-0.017143076,-0.048388839,0.12380473,0.03215706,0.99168837,0.68640679,585.0,585.0,320.0,240.0
334,0.98190445,0.12522087,-0.14146876,0.26044235,-0.1290555,0.99139011,-0.018206501,-0.049313132,0.13797484,0.036136173,0.98967874,0.68429732,585.0,585.0,320.0,240.0
335,0.97904533,0.13509189,-0.15182364,0.27371836,-0.13961528,0.98993385,-0.019469865,-0.049130592,0.14767002,0.040260982,0.98811889,0.6812104,585.0,585.0,320.0,240.0
336,0.97744721,0.14151484,-0.15620552,0.28687453,-0.14661889,0.98887688,-0.021573026,-0.048567031,0.15142035,0.043991745,0.98739177,0.67836559,585.0,585.0,320.0,240.0
337,0.97731286,0.14170294,-0.15687363,0.2869603,-0.14676359,0.98886585,-0.021081496,-0.049353141,0.152145,0.043629095,0.98729628,0.67901266,585.0,585.0,320.0,240.0
338,0.97565496,0.14307062,-0.16570319,0.3018772,-0.14855784,0.98859686,-0.021124676,-0.048907202,0.16079743,0.045229573,0.98585171,0.6760124,585.0,585.0,320.0,240.0
339,0.97384381,0.14295296,-0.17613082,0.31627554,-0.14970255,0.9883191,-0.025561525,-0.047408588,0.17042638,0.051263433,0.98393673,0.67324841,585.0,585.0,320.0,240.0
340,0.97259766,0.14671639,-0.17988147,0.33092284,-0.15391414,0.98764348,-0.026636938,-0.043896474,0.17375803,0.053596824,0.98322928,0.67208004,585.0,585.0,320.0,240.0
341,0.97310418,0.15059748,-0.17383157,0.34494328,-0.1565346,0.98736995,-0.020867888,-0.048450511,0.16850036,0.04752019,0.98445594,0.66932607,585.0,585.0,320.0,240.0
342,0.97300833,0.15063471,-0.17433463,0.34509805,-0.15679967,0.98730212,-0.022048894,-0.047008712,0.16880661,0.048792422,0.98434103,0.66883349,585.0,585.0,320.0,240.0
343,0.97416598,0.14572762,-0.17202437,0.35748878,-0.15247726,0.98786664,-0.026607471,-0.045238148,0.16606641,0.052153304,0.98463458,0.66604435,585.0,585.0,320.0,240.0
344,0.97439319,0.13918073,-0.17611067,0.37180978,-0.14644353,0.98871589,-0.028855186,-0.044725377,0.17011447,0.053910147,0.98384839,0.662238,585.0,585.0,320.0,240.0
345,0.97422969,0.14019977,-0.17620616,0.38711083,-0.14889519,0.98807627,-0.037050147,-0.043096598,0.1689177,0.062336054,0.98355657,0.65997899,585.0,585.0,320.0,240.0
346,0.97505724,0.14389274,-0.16848125,0.40177748,-0.15277176,0.98733264,-0.040892571,-0.039425563,0.16046911,0.0656166,0.98475707,0.65818167,585.0,585.0,320.0,240.0
347,0.97494102,0.14385702,-0.169183,0.40215486,-0.15278426,0.98733056,-0.040900182,-0.039577641,0.161162,0.06572859,0.98463643,0.65869266,585.0,585.0,320.0,240.0
348,0.97670865,0.13804083,-0.16374454,0.41300073,-0.14645988,0.98830771,-0.040429752,-0.041750636,0.15625484,0.0634747,0.98557472,0.65594381,585.0,585.0,320.0,240.0
349,0.97801411,0.12473421,-0.16660467,0.42467278,-0.13398328,0.98985994,-0.045415159,-0.041087121,0.15925655,0.066743828,0.98487777,0.65329981,585.0,585.0,320.0,240.0
350,0.97831392,0.11569748,-0.17129886,0.43627211,-0.12569398,0.99079281,-0.048652414,-0.041132234,0.16409926,0.069133714,0.98391742,0.65203446,585.0,585.0,320.0,240.0
351,0.97870326,0.11649041,-0.16851431,0.44689688,-0.12697768,0.99041677,-0.052800518,-0.038278148,0.16075483,0.073079146,0.98418427,0.6519382,585.0,585.0,320.0,240.0
352,0.97884017,0.11628421,-0.16785973,0.44770053,-0.12666206,0.99047595,-0.052445102,-0.03865603,0.1601686,0.072602324,0.9843151,0.65187103,585.0,585.0,320.0,240.0
353,0.97953892,0.12113085,-0.16018057,0.45454353,-0.13063478,0.9900794,-0.050137084,-0.037716676,0.15252368,0.070041627,0.9857139,0.65150172,585.0,585.0,320.0,240.0
354,0.9795453,0.12352241,-0.15830353,0.45937362,-0.13231365,0.99004829,-0.04619199,-0.043877367,0.15102762,0.066197731,0.98620981,0.65004355,585.0,585.0,320.0,240.0
355,0.97814184,0.12916394,-0.16242392,0.47189277,-0.13910498,0.98886329,-0.051330704,-0.039810266,0.15399049,0.072808228,0.98528492,0.65064353,585.0,585.0,320.0,240.0
356,0.97840077,0.13567053,-0.15540816,0.47965023,-0.14394724,0.9885574,-0.043230202,-0.040739745,0.14776978,0.064671747,0.98680395,0.65125555,585.0,585.0,320.0,240.0
357,0.97847402,0.13553767,-0.15506241,0.48071656,-0.14374131,0.98860151,-0.042903572,-0.041016079,0.14748479,0.064273566,0.98687249,0.65116715,585.0,585.0,320.0,240.0
358,0.9785741,0.13974378,-0.15063454,0.48782215,-0.14713192,0.98826438,-0.038995337,-0.043762043,0.14342189,0.060327243,0.98771989,0.65110499,585.0,585.0,320.0,240.0
359,0.97823989,0.14091638,-0.15170781,0.49539068,-0.14802377,0.98822463,-0.036544424,-0.043052509,0.14477634,0.058209632,0.98764908,0.65184462,585.0,585.0,320.0,240.0
360,0.97918236,0.13797884,-0.14828873,0.50162107,-0.14416064,0.98896223,-0.031708229,-0.043438591,0.14228129,0.052428998,0.98833495,0.6513049,585.0,585.0,320.0,240.0
361,0.97907186,0.14016823,-0.14695872,0.50836831,-0.14559814,0.98889697,-0.026792554,-0.043813325,0.14157595,0.047631722,0.98867881,0.65141737,585.0,585.0,320.0,240.0
362,0.97900099,0.1401808,-0.1474174,0.51093894,-0.1458475,0.98881853,-0.028285572,-0.042142823,0.14180835,0.049195185,0.98856884,0.65109432,585.0,585.0,320.0,240.0
363,0.97969061,0.14322287,-0.13970944,0.51664126,-0.14770229,0.98869908,-0.022164155,-0.045569189,0.13495991,0.042351857,0.98984349,0.65084583,585.0,585.0,320.0,240.0
364,0.98055702,0.14290515,-0.13383226,0.52275199,-0.14710191,0.98879337,-0.021940945,-0.04555732,0.12920018,0.04120367,0.99066007,0.65079719,585.0,585.0,320.0,240.0
365,0.98151821,0.13877526,-0.13110374,0.53158581,-0.14277993,0.98943436,-0.02158837,-0.045737017,0.12672555,0.03991057,0.99103224,0.6501888,585.0,585.0,320.0,240.0
366,0.98237747,0.13251358,-0.13114618,0.54026616,-0.1369943,0.99015373,-0.025692262,-0.042445838,0.12645322,0.043208327,0.99092859,0.65018398,585.0,585.0,320.0,240.0
367,0.98236966,0.13268344,-0.13103354,0.54090583,-0.13705122,0.99016774,-0.02483516,-0.043602638,0.12645286,0.042358074,0.99096543,0.65074664,585.0,585.0,320.0,240.0
368,0.98291534,0.12958723,-0.13003463,0.54996806,-0.1337364,0.99065006,-0.023640193,-0.040089082,0.12575816,0.040628955,0.99112606,0.65056843,585.0,585.0,320.0,240.0
369,0.98410082,0.12879059,-0.12158322,0.55972916,-0.13227153,0.99090719,-0.020948809,-0.036309335,0.11778174,0.03669963,0.99225855,0.65124571,585.0,585.0,320.0,240.0
370,0.98503828,0.12883969,-0.11368207,0.56807941,-0.13078587,0.9912774,-0.0097739687,-0.03624906,0.1114327,0.024496375,0.99336743,0.65291566,585.0,585.0,320.0,240.0
371,0.98572576,0.12974723,-0.10646031,0.57161677,-0.13065173,0.99134189,-0.0015098637,-0.039205931,0.10534362,0.015397234,0.99421406,0.65345359,585.0,585.0,320.0,240.0
372,0.98593152,0.13096151,-0.10301092,0.58315551,-0.13168316,0.99120647,-0.00017956202,-0.035808273,0.10208222,0.013741376,0.99457836,0.65584117,585.0,585.0,320.0,240.0
373,0.98594892,0.13121475,-0.1025212,0.58309311,-0.13188143,0.99118006,0.00030475546,-0.036292545,0.10165752,0.013219652,0.99462891,0.6558578,585.0,585.0,320.0,240.0
374,0.98668277,0.12860624,-0.098692201,0.5881151,-0.12827015,0.99160516,0.0097972825,-0.036340091,0.099124104,0.0029908752,0.99496788,0.6570099,585.0,585.0,320.0,240.0
375,0.98713768,0.12765169,-0.09532281,0.59727138,-0.12671451,0.99172622,0.015874133,-0.035940345,0.096560709,-0.0035934304,0.99521768,0.65872872,585.0,585.0,320.0,240.0
376,0.98696041,0.12938833,-0.094814532,0.60512483,-0.1279534,0.99146938,0.021114709,-0.034815311,0.096737966,-0.0087103397,0.99516875,0.66030508,585.0,585.0,320.0,240.0
377,0.98706663,0.1291568,-0.094020151,0.61468959,-0.12706874,0.99141473,0.027919885,-0.031593531,0.096819326,-0.015615289,0.99507624,0.66158956,585.0,585.0,320.0,240.0
378,0.9871096,0.12902638,-0.093746953,0.61681402,-0.12690109,0.99142432,0.028342215,-0.032370515,0.096600205,-0.016083848,0.99508995,0.66236824,585.0,585.0,320.0,240.0
379,0.98758733,0.12863286,-0.089142017,0.62907046,-0.12522876,0.99111646,0.042833455,-0.033621885,0.09386,-0.031143781,0.9949947,0.66573054,585.0,585.0,320.0,240.0
380,0.98699701,0.13331805,-0.088792086,0.63819355,-0.1290198,0.99016166,0.052558284,-0.032514378,0.094925724,-0.040425073,0.99455953,0.66757423,585.0,585.0,320.0,240.0
381,0.98638904,0.13942809,-0.086121142,0.65092516,-0.13388553,0.9886328,0.067143209,-0.035559073,0.094504125,-0.054706626,0.99391645,0.67038757,585.0,585.0,320.0,240.0
382,0.98645735,0.13911538,-0.08584398,0.65120882,-0.13371916,0.98874873,0.065751694,-0.034113646,0.094025441,-0.053389795,0.99403328,0.67018622,585.0,585.0,320.0,240.0
383,0.98610711,0.14485337,-0.080190919,0.66093934,-0.13862784,0.98714453,0.078460842,-0.040332854,0.090525277,-0.06626299,0.9935832,0.67278171,585.0,585.0,320.0,240.0
384,0.98536485,0.15039442,-0.07910578,0.67192972,-0.14367692,0.98590338,0.084730923,-0.039934311,0.090733714,-0.072134726,0.99315518,0.67492485,585.0,585.0,320.0,240.0
385,0.9842993,0.1597622,-0.073828742,0.68385625,-0.15249924,0.98360437,0.095361561,-0.04538504,0.087853216,-0.082616121,0.99259722,0.67621589,585.0,585.0,320.0,240.0
386,0.98429692,0.15973097,-0.073927887,0.68407959,-0.15241666,0.98356998,0.095847942,-0.045784988,0.08802291,-0.083085664,0.99254286,0.67610675,585.0,585.0,320.0,240.0
387,0.98400623,0.16486806,-0.066102073,0.69192773,-0.15789728,0.98232925,0.099623308,-0.049702961,0.081357829,-0.08760377,0.99272299,0.67769182,585.0,585.0,320.0,240.0
388,0.98293865,0.17018111,-0.068476304,0.70156455,-0.16303018,0.981534,0.099192351,-0.055299856,0.084091894,-0.086347334,0.99260521,0.67909378,585.0,585.0,320.0,240.0
389,0.98306626,0.17052354,-0.065734111,0.71130669,-0.16377869,0.98161435,0.097141348,-0.056397669,0.081089556,-0.084741428,0.99299312,0.67988515,585.0,585.0,320.0,240.0
390,0.98313248,0.17024538,-0.065464273,0.71091413,-0.1634665,0.98159617,0.097847119,-0.057586011,0.080916606,-0.085506424,0.99294162,0.68083519,585.0,585.0,320.0,240.0
391,0.98309231,0.17186914,-0.061713919,0.71684563,-0.16538391,0.98124045,0.098192014,-0.062038306,0.077431135,-0.086336382,0.99314767,0.68190277,585.0,585.0,320.0,240.0
392,0.98177338,0.18027732,-0.058640067,0.72524399,-0.17425442,0.97998244,0.095372684,-0.065358587,0.074658252,-0.083426833,0.99360836,0.68181306,585.0,585.0,320.0,240.0
393,0.98184723,0.1832801,-0.04691755,0.72988474,-0.17838433,0.97945297,0.093151145,-0.068917207,0.063023604,-0.083101533,0.99444133,0.68196368,585.0,585.0,320.0,240.0
394,0.98171943,0.18392372,-0.047070876,0.73487985,-0.1790543,0.97939146,0.092510656,-0.073767178,0.063113019,-0.082401887,0.99449384,0.68348581,585.0,585.0,320.0,240.0
395,0.98174119,0.18386383,-0.046846624,0.73568469,-0.17898332,0.97935969,0.092982121,-0.074585982,0.062973022,-0.082910314,0.99446017,0.68413544,585.0,585.0,320.0,240.0
396,0.98159844,0.18512526,-0.044822197,0.74593818,-0.18048987,0.97920555,0.09168417,-0.080289945,0.060860265,-0.081917681,0.99467379,0.68326992,585.0,585.0,320.0,240.0
397,0.98276341,0.18086255,-0.035788301,0.7511462,-0.17725012,0.98025876,0.086609215,-0.086252458,0.050742213,-0.07878308,0.99549437,0.68356901,585.0,585.0,320.0,240.0
398,0.98325408,0.17832412,-0.035037339,0.75792074,-0.17521271,0.98136526,0.077770822,-0.091158427,0.048248626,-0.070338778,0.99625051,0.68397129,585.0,585.0,320.0,240.0
399,0.98318177,0.1797636,-0.029220449,0.76681137,-0.17738953,0.98156023,0.069982968,-0.095340461,0.04125708,-0.063631117,0.99701518,0.68377179,585.0,585.0,320.0,240.0
400,0.98294264,0.18248619,-0.01836442,0.77195632,-0.18100712,0.98134565,0.063420884,-0.095872059,0.029589143,-0.059022989,0.99771291,0.68393266,585.0,585.0,320.0,240.0
401,0.98294663,0.18244165,-0.01858525,0.77344537,-0.18090901,0.98127532,0.064773098,-0.097259738,0.03004848,-0.060314409,0.99762177,0.68417829,585.0,585.0,320.0,240.0
402,0.98192525,0.18848635,-0.010470252,0.7777462,-0.18744205,0.98006099,0.064581633,-0.10391944,0.02242741,-0.061460037,0.99775213,0.68366009,585.0,585.0,320.0,240.0
403,0.98052484,0.19582112,-0.0061939713,0.78336811,-0.19512667,0.97890663,0.059095476,-0.10744814,0.017628133,-0.05674373,0.99812782,0.68399221,585.0,585.0,320.0,240.0
404,0.979527,0.20084414,0.0011221395,0.78715491,-0.2005382,0.97768342,0.061190583,-0.1111221,0.011184717,-0.060170982,0.99801999,0.68545705,585.0,585.0,320.0,240.0
405,0.97783118,0.20879096,0.0080410168,0.79098856,-0.20885868,0.97556001,0.066969901,-0.12106171,0.0061297817,-0.067173578,0.99761689,0.68428516,585.0,585.0,320.0,240.0
406,0.97794735,0.20821391,0.0088303387,0.79139787,-0.20833473,0.97565454,0.067223594,-0.12127571,0.0053730165,-0.067589723,0.99759316,0.68423039,585.0,585.0,320.0,240.0
407,0.97710383,0.21175537,0.015468496,0.79885548,-0.21231814,0.97496998,0.0646405,-0.12657385,-0.0014025441,-0.066453502,0.99768287,0.6828891,585.0,585.0,320.0,240.0
408,0.97771549,0.20809262,0.024095573,0.80135459,-0.20925789,0.97554147,0.065980688,-0.13235369,-0.0097861625,-0.069561653,0.99742383,0.68297595,585.0,585.0,320.0,240.0
409,0.97743267,0.20793928,0.034591541,0.80694723,-0.20991935,0.97514355,0.069656223,-0.14174357,-0.019258412,-0.07535544,0.99686474,0.68058693,585.0,585.0,320.0,240.0
410,0.97618252,0.2112907,0.047258895,0.81154746,-0.21406427,0.97461152,0.064277448,-0.15012766,-0.032490142,-0.072872363,0.99670571,0.67864513,585.0,585.0,320.0,240.0
411,0.9763428,0.20958059,0.051378731,0.81509393,-0.21236734,0.97546357,0.056510136,-0.15408838,-0.038287576,-0.066093057,0.99697226,0.67894059,585.0,585.0,320.0,240.0
412,0.97647959,0.2087138,0.052295253,0.82111388,-0.21149819,0.97574455,0.05489162,-0.15923484,-0.039583225,-0.064669363,0.99701488,0.67760003,585.0,585.0,320.0,240.0
413,0.9765299,0.20865536,0.051586375,0.8219673,-0.21141243,0.9757362,0.055366416,-0.15971269,-0.038795173,-0.064981446,0.99702549,0.67767727,585.0,585.0,320.0,240.0
414,0.97500384,0.21383825,0.058729567,0.82583106,-0.2170404,0.97452813,0.054863069,-0.16615534,-0.045515463,-0.066247001,0.99665809,0.67627096,585.0,585.0,320.0,240.0
415,0.97325778,0.22017965,0.064019203,0.83198529,-0.22357365,0.97322381,0.051689483,-0.16979721,-0.050938275,-0.064628609,0.99650192,0.67356771,585.0,585.0,320.0,240.0
416,0.97233421,0.22299951,0.068155974,0.83331603,-0.22665678,0.97251749,0.051552847,-0.17684087,-0.054801244,-0.065583125,0.99623454,0.67273903,585.0,585.0,320.0,240.0
417,0.97260827,0.22181964,0.068093166,0.83590502,-0.22528414,0.97301048,0.048151623,-0.18354584,-0.055589132,-0.062181115,0.99640876,0.67123067,585.0,585.0,320.0,240.0
418,0.97323334,0.21991572,0.065279715,0.84007591,-0.22289069,0.97383279,0.042309772,-0.18998101,-0.054281566,-0.055734936,0.99686182,0.67023313,585.0,585.0,320.0,240.0
419,0.97437191,0.21503311,0.06455557,0.84294128,-0.21771969,0.97518665,0.037812475,-0.19541344,-0.054837499,-0.050905317,0.99708956,0.66881508,585.0,585.0,320.0,240.0
420,0.97387165,0.21653822,0.06702058,0.84564936,-0.21917909,0.97497159,0.034798302,-0.2020043,-0.057823054,-0.048585232,0.99703658,0.66801888,585.0,585.0,320.0,240.0
421,0.97205061,0.22317502,0.071531408,0.84864593,-0.22586434,0.97354501,0.031864274,-0.20699792,-0.062543266,-0.047136549,0.99682093,0.66773415,585.0,585.0,320.0,240.0
422,0.97024333,0.22923969,0.076700836,0.84786189,-0.23229356,0.97197849,0.033427641,-0.21376407,-0.066904582,-0.050256874,0.99638522,0.66671914,585.0,585.0,320.0,240.0
423,0.96947914,0.23124599,0.080256522,0.84789836,-0.2343753,0.97153068,0.031874012,-0.22020884,-0.070617288,-0.049718089,0.99615604,0.66709232,585.0,585.0,320.0,240.0
424,0.96921128,0.23156224,0.082547233,0.84848529,-0.2347381,0.97147346,0.030927604,-0.22541383,-0.073047422,-0.049359065,0.99599862,0.66685855,585.0,585.0,320.0,240.0
425,0.96952176,0.22948991,0.08466094,0.84719473,-0.23278506,0.97193521,0.03117846,-0.23320964,-0.075146645,-0.049942765,0.99581331,0.66706711,585.0,585.0,320.0,240.0
426,0.97010267,0.22668451,0.085558444,0.84740788,-0.22972354,0.97277838,0.027354,-0.23856276,-0.077045716,-0.046197318,0.99584889,0.66736031,585.0,585.0,320.0,240.0
427,0.97027838,0.2253128,0.087172173,0.84450984,-0.2283707,0.97311509,0.026689328,-0.24468923,-0.078832358,-0.04580994,0.99572694,0.66892332,585.0,585.0,320.0,240.0
428,0.97085279,0.22391649,0.084327921,0.84107596,-0.22665377,0.97357976,0.024257688,-0.25205529,-0.076685317,-0.042669836,0.99603379,0.6700784,585.0,585.0,320.0,240.0
429,0.97130424,0.22429307,0.077881105,0.84082472,-0.22639507,0.97375363,0.019144688,-0.25614545,-0.071559571,-0.036232471,0.99666989,0.67188197,585.0,585.0,320.0,240.0
430,0.97100049,0.22589397,0.077037126,0.83697098,-0.22805206,0.97334307,0.020314947,-0.26294547,-0.070410997,-0.037299678,0.99671227,0.67439973,585.0,585.0,320.0,240.0
431,0.97061104,0.22889422,0.072983734,0.83394563,-0.23078655,0.97273481,0.018487936,-0.27162799,-0.066778123,-0.034793366,0.99705285,0.67581505,585.0,585.0,320.0,240.0
432,0.9714793,0.22684114,0.067648858,0.83301497,-0.22822636,0.97342265,0.013357814,-0.27754977,-0.062836513,-0.028420491,0.99751091,0.67742985,585.0,585.0,320.0,240.0
433,0.97303945,0.22174163,0.061887074,0.83000124,-0.22261219,0.97478509,0.0074132169,-0.28461751,-0.058698077,-0.020993754,0.99794674,0.67905563,585.0,585.0,320.0,240.0
434,0.97548574,0.21359059,0.051105939,0.82549316,-0.21384956,0.97677284,-0.00046010659,-0.28952524,-0.05003161,-0.010482583,0.99858421,0.68088257,585.0,585.0,320.0,240.0
435,0.97672129,0.21017346,0.040589716,0.82441753,-0.21007778,0.97756791,-0.0067166211,-0.29620063,-0.04110441,-0.0019682262,0.9990443,0.68251443,585.0,585.0,320.0,240.0
436,0.97753298,0.20688468,0.037848648,0.82026303,-0.20662822,0.97826767,-0.010671878,-0.30065739,-0.039247327,0.0026105337,0.99911737,0.68407351,585.0,585.0,320.0,240.0
437,0.97706789,0.2100165,0.032180656,0.8146323,-0.20971939,0.97758836,-0.012453322,-0.30849329,-0.034087684,0.0054181544,0.99929512,0.68457562,585.0,585.0,320.0,240.0
438,0.97526306,0.21907385,0.025928065,0.81111658,-0.21867193,0.97554618,-0.017549844,-0.31237924,-0.029151097,0.011445968,0.99940008,0.6868903,585.0,585.0,320.0,240.0
439,0.97365385,0.22645625,0.022779956,0.79514021,-0.22615196,0.97387755,-0.015270217,-0.31977785,-0.025654918,0.0097159613,0.99951398,0.68851417,585.0,585.0,320.0,240.0
440,0.97240317,0.23232064,0.016183723,0.78795457,-0.23204216,0.97245312,-0.017501801,-0.32963058,-0.019815339,0.013263677,0.99960589,0.68918431,585.0,585.0,320.0,240.0
441,0.97121072,0.23769195,0.0073780245,0.7808314,-0.23744711,0.97098321,-0.024998045,-0.33677435,-0.013116499,0.022527697,0.99955016,0.68970072,585.0,585.0,320.0,240.0
442,0.96925515,0.24565412,-0.00015729858,0.77363491,-0.24551754,0.96869218,-0.03421231,-0.34485349,-0.0082622766,0.033201519,0.99930423,0.69039279,585.0,585.0,320.0,240.0
